gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
811880141,95c938a8-f762-11e1-a439-00145eb45e9a,0e0d8eb6-ba8b-11e3-8cfe-90b11c41863e,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,,US,Mount Hood,Oregon,PRESENT,,b554c320-0560-11d8-b851-b8a03c50a862,45.37361,-121.69444,10499,,,,,,1899-08-26T00:00:00,26,8,1899,2997456,2997456,PRESERVED_SPECIMEN,KU,KANU,284512,,Ronald L McGregor,,CC_BY_4_0,,Marshall Albert Barber,,,2023-02-06T21:34:02.140Z,StillImage,AMBIGUOUS_COLLECTION
441828819,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Near Forest Road 3100 (Quartz Mountain Road) about 1/2 mile above junction with Forest Road 230.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,47.07017,-121.06326,,,1802,0,,,2009-07-29T00:00:00,29,7,2009,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,181626,,Don Knoke,,CC0_1_0,,Don Knoke,,,2023-01-24T22:18:37.534Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441828784,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Along trail at Basalt Pass.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,47.980822,-120.737187,,,1500,0,,,1989-07-09T00:00:00,9,7,1989,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,172789,,,,CC0_1_0,,M. Arnot,,,2023-01-24T22:17:51.581Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441828707,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,North Cascades National Park.  North side of Hock Mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441828657,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Above the tunnel on the Northern Pacific Railroad at Stampede Pass.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,47.27694,-121.3375,,,,,,,1892-06-20T00:00:00,20,6,1892,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,111306,,,,CC0_1_0,,Louis F. Henderson,,,2023-01-24T22:18:37.529Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441828555,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Chinook Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441828554,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Near Big Four Inn.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,48.06611,-121.50778,,,1067,0,,,1940-06-15T00:00:00,15,6,1940,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,98822,,,,CC0_1_0,,J. William Thompson,,,2023-01-24T22:18:37.673Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441828553,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Bald Mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441828305,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Olympic National Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441828303,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Scatter Creek Trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441828302,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Boulder Creek.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,47.98167,-123.60139,,,,,,,1935-09-06T00:00:00,6,9,1935,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,98326,,,,CC0_1_0,,George Neville Jones,,,2023-01-24T22:18:37.798Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441828294,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Steven's Pass.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,47.744438,-121.090111,,,1524.5,304.5,,,1893-08-01T00:00:00,,8,1893,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,98318,,,,CC0_1_0,,J. H. Sandberg,,,2023-01-24T22:18:37.797Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441828202,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Just west of Hawkins Mountain on Huckleberry Peak trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441828200,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Mt. Rainier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441828199,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Mount Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441828198,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Mountain Rainier.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,46.85163,-121.76092,,,,,,,1904-08-06T00:00:00,6,8,1904,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,98176,,J. B. Flett,,CC0_1_0,,A. S. Pope,,,2023-01-24T22:18:37.516Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441828197,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Western base of Iron Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441828195,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Ice Creek.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,48.105535,-120.737582,,,1220,0,,,1933-08-23T00:00:00,23,8,1933,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,98173,,,,CC0_1_0,,G. E. Morrill,,,2023-01-24T22:18:37.794Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441828194,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Mount Angeles.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,47.99538,-123.46784,,,,,,,1911-08-01T00:00:00,,8,1911,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,98172,,,,CC0_1_0,,E. B. Webster,,,2023-01-24T22:18:37.662Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441828193,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Scenic.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,47.71167,-121.15444,,,640,0,,,1920-06-16T00:00:00,16,6,1920,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,98170,,,,CC0_1_0,,I. C. Otis,,,2023-01-24T22:18:37.590Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441828189,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Mount Dickerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441828188,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Snoqualmie National Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441828187,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Mount Elinor [Ellinor].,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,47.52205,-123.26061,,,1677,0,,,1950-09-03T00:00:00,3,9,1950,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,98161,,,,CC0_1_0,,Phillips B. Freer,,,2023-01-24T22:18:37.057Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441828181,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Mount Rainier National Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441828142,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Okanogan National Forest.  Lake Ann Trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441828140,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Okanogan National Forest.  Lake Ann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441828110,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Gifford Pinchot National Forest: Forest Road 60 at Dry Creek Bridge.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,45.94957,-121.72064,,,,,,,2001-06-16T00:00:00,16,6,2001,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,29753,,Suzanne Bagshaw,2002-02-21T00:00:00,CC0_1_0,,Don Knoke,,,2023-01-24T22:18:37.716Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441828105,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Cascade Mountains of Western Washington: Rex River headwaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441828102,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Cascade Mountains of Western Washington: Mount Gardner.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,47.366667,-121.551389,,,1128,0,,,2001-06-23T00:00:00,23,6,2001,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,28937,,Caitlin Clarke,2002-05-10T00:00:00,CC0_1_0,,Tammy Stout,,,2023-01-24T22:18:37.586Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441828097,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Cascade Mountains of Western Washington: Mt. Baldy.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,47.348833,-121.501433,,,1497,0,,,2001-08-11T00:00:00,11,8,2001,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,28849,,Alice Lemieux,2002-05-23T00:00:00,CC0_1_0,,Richard G. Olmstead,,,2023-01-24T22:18:37.733Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441828088,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Cascade Mountains of Western Washington: Findley Lake.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,47.32,-121.593056,,,1098,61,,,2001-08-11T00:00:00,11,8,2001,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,28136,,Tracy Fuentes,2002-03-21T00:00:00,CC0_1_0,,Nancy Job,,,2023-01-24T22:18:37.054Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441828087,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Cascade Mountains of Western Washington: Findley Lake.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,47.32,-121.593056,,,1098,61,,,2001-08-11T00:00:00,11,8,2001,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,28135,,Tracy Fuentes,2002-03-21T00:00:00,CC0_1_0,,Nancy Job,,,2023-01-24T22:17:51.463Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441828080,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Cascade Mountains; Sutton Lake.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,47.29615,-121.534167,,,1113,0,,,2001-07-14T00:00:00,14,7,2001,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,27995,,K. Warren,2002-05-03T00:00:00,CC0_1_0,,Sarah Gage,,,2023-01-24T22:18:37.512Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441827950,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,(YIN) At Howard Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441827949,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Cascade Mountains.  Along Perry Creek Trail.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,48.063294,-121.513675,,,991,76,,,1953-06-30T00:00:00,30,6,1953,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,14868,,,,CC0_1_0,,J. William Thompson,,,2023-01-24T22:17:51.223Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441827948,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Mount Saint Helens.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,46.19893,-122.18888,,,1875,0,,,1937-08-05T00:00:00,5,8,1937,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,14867,,,,CC0_1_0,,Donald B. Lawrence,,,2023-01-24T22:17:51.219Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441827947,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Rampart Ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441827946,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Along the trail above Sindown Lakes on the way to Six Ridge Pass.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,47.56,-123.42528,,,1220,0,,,1956-08-14T00:00:00,14,8,1956,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,14865,,,,CC0_1_0,,William E. Brockman,,,2023-01-24T22:18:37.371Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441827945,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,By trail to Snow Lake.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,47.46722,-121.45472,,,1220,0,,,1934-06-16T00:00:00,16,6,1934,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,14864,,,,CC0_1_0,,J. William Thompson,,,2023-01-24T22:18:37.852Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441827944,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Stampede Pass Tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441827943,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Hurricane Ridge.,Washington,PRESENT,,06fcbbf0-0562-11d8-b851-b8a03c50a862,47.93333,-123.40833,,,1524,0,,,1941-07-12T00:00:00,12,7,1941,2997456,2997456,PRESERVED_SPECIMEN,UWBM,Plants,14862,,,,CC0_1_0,,Edith Hardin English,,,2023-01-24T22:18:37.752Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
441827942,8310f570-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,Gray,US,Head of Rainbow Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4022966780,b0515413-6d32-490a-83a0-f8c08f002c70,aa4bdbb8-893f-4dc9-a522-a2570033c1ed,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,A. Gray,US,Indian Heaven #33 trail off Cultus Creek Campground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4022272624,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/125118831,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,,US,,Oregon,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.64247,-122.035773,,,,,,,2022-07-06T16:25:00,6,7,2022,2997456,2997456,HUMAN_OBSERVATION,iNaturalist,Observations,125118831,,Sean Haight,2022-07-07T03:08:26,CC0_1_0,Sean Haight,Sean Haight,,,2023-02-13T16:16:22.233Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4022251381,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/85359365,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,,US,,Oregon,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.781739,-122.045997,5,,,,,,2021-07-01T10:50:00,1,7,2021,2997456,2997456,HUMAN_OBSERVATION,iNaturalist,Observations,85359365,,April Hersey,2022-07-17T02:15:42,CC_BY_NC_4_0,Noah Strycker,Noah Strycker,,,2023-02-13T16:04:15.411Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4022200662,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/132593684,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,,US,,Washington,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,46.869818,-121.519426,,,,,,,2022-08-17T09:42:31,17,8,2022,2997456,2997456,HUMAN_OBSERVATION,iNaturalist,Observations,132593684,,arial,2022-08-28T15:07:14,CC_BY_NC_4_0,arial,arial,,,2023-02-13T16:07:37.990Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4022161491,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/125119480,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus lasiococcus,,SPECIES,Rubus lasiococcus A.Gray,Rubus lasiococcus,,US,,Oregon,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.639137,-122.041573,,,,,,,2022-07-06T16:47:00,6,7,2022,2997456,2997456,HUMAN_OBSERVATION,iNaturalist,Observations,125119480,,Sean Haight,2022-07-07T03:15:15,CC0_1_0,Sean Haight,Sean Haight,,,2023-02-13T16:06:57.215Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
