gbifID,species,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,MAR,Eref,CMD,RH,CMI,DD1040
811880141,Rubus lasiococcus,45.37361,-121.69444,3347,-0.2,10.1,-6.6,16.7,3472,513,2.8,19.7,1287,449,6643,1,130,175,280,104,2601,-33.1,25.5,14.9,221,18,82,330.95,80
441828819,Rubus lasiococcus,47.07017,-121.06326,1802,4.6,13.9,-3.4,17.3,1822,263,8,52.8,508,1037,4895,17,167,172,276,105,734,-30.1,33,15.6,578,213,65,134.73,372
441828784,Rubus lasiococcus,47.980822,-120.737187,1500,5.7,16.1,-3.7,19.8,1571,173,10,93.6,485,1357,4523,43,181,159,277,118,609,-30.9,35,14.2,670,353,63,101,589
441828657,Rubus lasiococcus,47.27694,-121.3375,1198,6.5,16,-2,17.9,2275,343,7.3,46.6,337,1419,4213,43,216,148,286,138,541,-26.3,34.9,13.8,661,208,69,175.02,601
441828554,Rubus lasiococcus,48.06611,-121.50778,1067,7.6,16.7,-0.7,17.4,3963,714,4.4,23.4,253,1614,3852,59,234,139,292,154,577,-24.5,34.5,13.9,670,78,69,340.66,704
441828302,Rubus lasiococcus,47.98167,-123.60139,174,10.4,17.9,3.9,14,1623,182,12.6,98.3,85,2200,2869,109,308,95,319,224,50,-15.3,36.6,11.4,737,344,71,99.69,996
441828294,Rubus lasiococcus,47.744438,-121.090111,1524.5,5.2,14.8,-3.2,18,2223,330,6.8,44.9,460,1152,4688,24,186,160,279,119,764,-29.3,33.2,13.8,600,192,68,175.68,446
441828198,Rubus lasiococcus,46.85163,-121.76092,4380,-7.6,2.9,-15,17.8,2987,403,0.8,7.2,3038,61,9335,0,37,72,237,165,2823,-46.6,18.7,16.8,114,11,75,293.8,3
441828195,Rubus lasiococcus,48.105535,-120.737582,1220,6.4,17.4,-3.7,21.1,1344,130,12.2,133.8,468,1568,4296,75,199,144,282,138,501,-30.8,36,14.5,681,407,65,76.53,734
441828194,Rubus lasiococcus,47.99538,-123.46784,1896,3.6,12.5,-3.6,16.1,2372,254,5.8,49.2,580,843,5229,9,165,174,282,109,1123,-30.3,30.2,15.7,454,162,70,202.83,248
441828193,Rubus lasiococcus,47.71167,-121.15444,640,7.7,17.2,-1.2,18.3,2102,354,8.4,48.5,263,1688,3811,73,233,140,288,148,335,-25.2,36.2,12.7,713,228,67,151.55,761
441828187,Rubus lasiococcus,47.52205,-123.26061,1677,5,13.3,-1.7,15,2841,410,5.3,32.5,385,990,4742,13,196,162,285,123,812,-26.2,31.1,16.1,523,102,72,245.78,326
441828110,Rubus lasiococcus,45.94957,-121.72064,979,8.3,17.6,0,17.6,1839,230,9.9,76.8,211,1782,3622,84,248,133,298,165,228,-23.2,36.7,14.7,734,311,68,123.06,814
441828102,Rubus lasiococcus,47.366667,-121.551389,1128,7.4,15.9,-0.6,16.5,2758,478,6.3,33.4,247,1535,3903,45,238,143,293,150,409,-23.7,34.4,11.6,672,129,70,221.79,638
441828097,Rubus lasiococcus,47.348833,-121.501433,1497,6.7,15.3,-1.1,16.4,2983,527,5.6,29.1,284,1360,4159,33,228,147,292,145,544,-24.6,33.6,12.6,623,102,71,248.6,540
441828088,Rubus lasiococcus,47.32,-121.593056,1098,7.3,15.6,-0.6,16.2,2702,466,6.4,33.6,248,1496,3945,40,238,144,294,151,405,-23.6,33.9,12.2,660,128,70,218.03,610
441828087,Rubus lasiococcus,47.32,-121.593056,1098,7.3,15.6,-0.6,16.2,2702,466,6.4,33.6,248,1496,3945,40,238,144,294,151,405,-23.6,33.9,12.2,660,128,70,218.03,610
441828080,Rubus lasiococcus,47.29615,-121.534167,1113,7.2,15.9,-0.7,16.6,2643,443,6.5,35.8,258,1503,3964,43,234,145,293,148,423,-24,34.6,13.1,664,152,70,210.66,621
441827949,Rubus lasiococcus,48.063294,-121.513675,991,7.7,16.9,-0.6,17.5,3929,716,4.5,23.6,246,1660,3794,64,238,136,293,157,543,-24.3,34.6,13.9,674,79,69,336.75,731
441827948,Rubus lasiococcus,46.19893,-122.18888,1875,4.3,13.7,-2.5,16.1,4331,621,3.3,22,491,932,4997,12,189,159,277,118,1719,-26.5,31,13.7,460,67,75,397.95,308
441827946,Rubus lasiococcus,47.56,-123.42528,1220,7.2,15.1,0.7,14.5,3728,547,4.6,27.6,203,1379,3964,31,244,139,298,160,445,-22.4,32.7,11.2,599,77,73,327.66,527
441827945,Rubus lasiococcus,47.46722,-121.45472,1220,6.7,15.5,-0.9,16.4,3234,604,5.2,25.7,277,1382,4130,36,232,143,292,149,567,-24.2,33.6,13.1,617,88,72,275.45,561
441827943,Rubus lasiococcus,47.93333,-123.40833,1524,5.3,13.7,-1.5,15.2,1828,203,8.4,67.6,360,1052,4634,16,202,156,287,131,522,-26.2,31.4,13.1,520,202,72,143.88,368
4022272624,Rubus lasiococcus,43.64247,-122.035773,1477,6.8,16.2,-0.7,16.9,1702,281,9.9,57.7,287,1445,4111,47,191,167,274,106,328,-26.3,36.2,15.4,799,314,60,103.27,616
4022251381,Rubus lasiococcus,43.781739,-122.045997,1649,5.6,14.6,-1.6,16.2,1776,280,8.8,52.3,363,1159,4530,23,170,177,267,90,486,-28.1,34.8,16,720,276,60,119.31,441
4022200662,Rubus lasiococcus,46.869818,-121.519426,1628,4.8,14,-3,17,1927,249,7.7,56.5,462,1054,4800,18,176,169,278,109,722,-29.3,32.7,14.8,599,215,67,147.24,379
4022161491,Rubus lasiococcus,43.639137,-122.041573,1483,6.8,16.2,-0.7,16.9,1708,278,9.9,58.5,286,1450,4105,47,191,167,274,107,329,-26.3,36.3,15.2,815,319,60,103.52,619
4022150426,Rubus lasiococcus,44.281418,-122.145722,1553,7.8,16.6,1.4,15.3,2310,399,7.7,41.6,188,1580,3752,53,218,158,286,128,247,-23.2,37.2,16,821,236,61,161.34,667
4022073414,Rubus lasiococcus,44.281247,-122.143172,1578,7.7,16.6,1.3,15.2,2319,402,7.6,41.2,191,1563,3775,51,217,159,286,127,255,-23.3,37.1,16.1,819,233,61,162.52,657
4022069463,Rubus lasiococcus,44.28145,-122.146097,1553,7.8,16.6,1.4,15.2,2310,399,7.7,41.6,188,1580,3753,53,218,158,286,128,247,-23.2,37.2,16,821,236,61,161.35,667
4022052490,Rubus lasiococcus,44.278205,-122.14027,1438,8.3,17.1,1.7,15.4,2276,385,8,44.5,168,1694,3601,66,228,154,289,135,204,-22.4,37.7,15.9,837,247,61,155.4,740
4022032534,Rubus lasiococcus,44.228943,-121.876427,1450,6.7,15.6,-0.6,16.3,2343,368,7.1,42.5,278,1380,4148,37,188,169,274,105,440,-26.8,36.1,15.6,799,246,59,168.83,564
4021997536,Rubus lasiococcus,44.20535,-122.130552,1497,8.6,17.5,2.1,15.3,2270,385,8.2,45.3,153,1780,3482,76,236,153,289,136,173,-21.2,38.3,14,860,257,61,150.36,789
