gbifID,species,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,MAR,Eref,CMD,RH,CMI,DD1040
891083071,Vaccinium parvifolium,47.637092,-122.295629,27,13.8,21.7,6.9,14.9,961,164,24.8,132.5,35,3261,1920,402,347,37,346,308,7,-8.9,39.7,11.8,826,423,71,17.01,1728
891080940,Vaccinium parvifolium,47.820661,-121.555109,171,12.5,21.1,4.5,16.6,2263,382,9.9,55.2,62,2893,2321,326,324,77,330,253,39,-13.8,40,13.2,851,262,68,145.76,1509
891076696,Vaccinium parvifolium,46.839714,-122.316025,284,12.6,21.1,5.2,16,1038,206,21.7,102.4,55,2887,2301,319,320,87,326,240,14,-13.8,40.8,12,907,437,65,16.22,1493
891074541,Vaccinium parvifolium,46.839876,-122.294284,511,11.9,20.4,4.6,15.9,1217,231,18,88.6,66,2691,2477,260,308,101,320,218,23,-15.4,40.3,11.9,893,403,64,35.41,1362
883389148,Vaccinium parvifolium,52.15,-128.116667,88,10.6,17.4,4.9,12.5,3182,852,6.5,20.4,68,2196,2783,103,328,70,333,263,54,-11.7,33.5,10,567,0,78,268.59,950
623695929,Vaccinium parvifolium,47.431667,-121.761667,295,11.6,20,4.1,16,2133,420,10.1,47.7,73,2589,2570,229,313,92,324,232,45,-15,38.6,11.5,807,208,69,140.21,1289
465863013,Vaccinium parvifolium,49.5,-125.5,1382,5.9,15.2,-1.1,16.3,4328,617,3.7,24.6,342,1228,4408,27,210,148,291,144,1029,-25.6,33,13.9,561,48,72,389.28,480
465863012,Vaccinium parvifolium,49.5,-125.5,1382,5.9,15.2,-1.1,16.3,4328,617,3.7,24.6,342,1228,4408,27,210,148,291,144,1029,-25.6,33,13.9,561,48,72,389.28,480
465863010,Vaccinium parvifolium,49.5,-125.5,1382,5.9,15.2,-1.1,16.3,4328,617,3.7,24.6,342,1228,4408,27,210,148,291,144,1029,-25.6,33,13.9,561,48,72,389.28,480
465863008,Vaccinium parvifolium,49.5,-125.5,1382,5.9,15.2,-1.1,16.3,4328,617,3.7,24.6,342,1228,4408,27,210,148,291,144,1029,-25.6,33,13.9,561,48,72,389.28,480
465863007,Vaccinium parvifolium,50.965278,-118.369444,554,8.8,21.3,-4,25.3,1140,329,16.5,64.6,408,2309,3645,302,240,113,293,180,259,-28.2,40.2,-9999,730,272,69,44.83,1291
441858202,Vaccinium parvifolium,47.393554,-123.402209,620,11.2,19.5,4.1,15.4,3708,460,5.7,42.3,73,2446,2671,185,317,86,330,244,89,-14.7,37.8,11.7,730,184,73,305.34,1186
441858196,Vaccinium parvifolium,48.6129,-122.614,8,12.7,19.7,5.9,13.7,801,168,28.3,117.2,44,2861,2188,241,340,49,338,290,8,-11.2,37.7,-9999,762,377,72,9.65,1406
441858189,Vaccinium parvifolium,48.88402,-121.03805,502,10.8,21.8,0.8,21,1280,196,16.2,111,155,2557,2950,335,272,116,301,184,95,-21,42.1,12.2,865,452,64,43.85,1392
441858164,Vaccinium parvifolium,48.74791,-122.84196,8,12.7,20,6.2,13.8,863,166,26.3,120.6,42,2886,2173,258,343,41,341,300,8,-9.9,37.9,-9999,739,362,73,18.32,1426
441858157,Vaccinium parvifolium,46.212547,-123.11861,168,12.5,20.4,5.3,15,1728,245,13,83,52,2847,2276,268,323,82,328,246,24,-13.3,40.4,11.9,900,383,65,88.46,1437
441858133,Vaccinium parvifolium,48.207778,-122.173611,88,12.9,20.7,5.9,14.8,1254,279,18.3,73.9,44,2973,2145,304,338,55,337,283,12,-11.5,39,12,809,292,70,48.66,1512
441857915,Vaccinium parvifolium,47.60639,-122.33083,64,13.7,21.6,6.7,14.9,948,157,25,137.3,37,3211,1962,386,346,40,345,305,7,-9.2,39.5,11.7,822,428,71,16.28,1692
441857914,Vaccinium parvifolium,47.60639,-122.33083,64,13.7,21.6,6.7,14.9,948,157,25,137.3,37,3211,1962,386,346,40,345,305,7,-9.2,39.5,11.7,822,428,71,16.28,1692
441857913,Vaccinium parvifolium,47.60639,-122.33083,64,13.7,21.6,6.7,14.9,948,157,25,137.3,37,3211,1962,386,346,40,345,305,7,-9.2,39.5,11.7,822,428,71,16.28,1692
441857912,Vaccinium parvifolium,47.60639,-122.33083,64,13.7,21.6,6.7,14.9,948,157,25,137.3,37,3211,1962,386,346,40,345,305,7,-9.2,39.5,11.7,822,428,71,16.28,1692
441857910,Vaccinium parvifolium,48.07861,-121.56583,473,10.8,20.1,2,18.1,3334,633,6.2,31.8,119,2454,2852,234,292,104,314,210,149,-18.5,37.9,13.6,780,134,70,263.36,1259
441857887,Vaccinium parvifolium,46.85163,-121.76092,4375,-6.2,4.8,-13.7,18.5,3068,390,1.2,12.4,2691,106,8816,0,58,108,248,140,2861,-44.8,20.7,16.8,128,27,75,299.17,6
441857886,Vaccinium parvifolium,48.09472,-123.80583,186,11.5,18.8,5.4,13.3,1519,184,14.2,102.1,56,2503,2513,153,331,64,334,270,24,-11.7,37.1,11.3,718,320,73,88.63,1162
441857885,Vaccinium parvifolium,47.99538,-123.46784,915,8.4,16.9,1.6,15.3,2176,219,8.5,77,163,1715,3548,63,261,131,305,174,191,-20.3,35,12.4,662,251,71,163.68,739
441857857,Vaccinium parvifolium,48.05194,-122.17583,7,13.4,20.9,6.5,14.4,1015,229,23,91.1,38,3111,2009,336,343,45,341,296,7,-10.1,38.9,11.8,811,338,70,24.32,1603
441857852,Vaccinium parvifolium,48.071272,-124.291322,124,11.9,19.1,5.7,13.4,2738,375,8,51,51,2625,2395,179,332,64,334,270,36,-11.3,38.2,11,765,217,71,204.44,1247
441857851,Vaccinium parvifolium,47.32944,-121.37167,793,8.7,18.9,-0.3,19.2,2013,288,9.3,65.5,216,1944,3519,137,241,139,292,153,255,-23.7,38.4,13.8,771,287,66,133.61,954
441857849,Vaccinium parvifolium,47.68167,-122.2075,51,13.6,21.6,6.5,15.1,1037,188,22.7,114.8,38,3189,1994,386,344,45,343,298,9,-9.7,39.8,11.7,835,401,70,23.75,1681
441857848,Vaccinium parvifolium,47.60639,-122.33083,64,13.7,21.6,6.7,14.9,948,157,25,137.3,37,3211,1962,386,346,40,345,305,7,-9.2,39.5,11.7,822,428,71,16.28,1692
441857847,Vaccinium parvifolium,47.60639,-122.33083,64,13.7,21.6,6.7,14.9,948,157,25,137.3,37,3211,1962,386,346,40,345,305,7,-9.2,39.5,11.7,822,428,71,16.28,1692
441857482,Vaccinium parvifolium,47.03806,-122.89944,26,13,21.2,5.9,15.4,1287,188,17.9,112.9,46,3019,2153,342,330,71,332,261,15,-11.8,40.7,11.9,899,449,66,43.05,1569
441857410,Vaccinium parvifolium,46.394667,-123.884233,49,12.3,18.7,6.5,12.2,2265,335,9.9,55.9,41,2728,2245,166,336,59,336,277,22,-10.9,37.3,11.5,784,207,70,156.52,1283
441857382,Vaccinium parvifolium,47.43615,-121.778783,652,10.4,18.9,2.9,16.1,2714,536,7.5,35.4,103,2255,2925,153,297,108,318,210,99,-16.9,37.3,11.6,755,139,70,205.07,1082
441857381,Vaccinium parvifolium,47.433467,-121.76155,305,11.6,20,4.1,15.9,2133,419,10.1,47.7,73,2588,2571,229,313,92,324,232,45,-15,38.6,11.5,807,208,69,140.09,1288
441857340,Vaccinium parvifolium,47.25306,-122.44306,60,13.5,21.5,6.4,15.2,1010,170,23.3,126.7,40,3158,2026,378,339,54,340,286,9,-10.6,40,11.7,865,445,69,18.22,1662
441857338,Vaccinium parvifolium,47.57278,-122.70306,48,13.5,21.5,6.5,15.1,1386,182,16.9,118.6,39,3152,2021,373,341,49,342,293,12,-10,40.2,11.8,840,411,70,58.3,1654
441857337,Vaccinium parvifolium,47.54056,-122.09806,442,11.9,20.7,4.1,16.5,1707,343,12.9,60.2,71,2718,2475,274,320,83,329,246,33,-14.2,39.4,11.6,819,259,69,93.93,1391
441857333,Vaccinium parvifolium,47.291111,-123.982778,104,11.9,19,5.8,13.2,3029,456,7.2,41.6,50,2629,2386,172,326,77,330,254,39,-12.4,38.1,11.3,800,191,68,230.37,1245
441857331,Vaccinium parvifolium,46.195516,-123.126229,10,12.9,20.5,6.1,14.4,1392,198,16.5,103.3,42,2966,2133,284,330,70,332,261,14,-12.2,40.3,11.7,898,421,65,55.14,1499
441857226,Vaccinium parvifolium,48.695517,-121.124317,841,9.3,19.9,0.1,19.8,2201,304,8.8,65.3,198,2134,3342,193,257,125,299,175,236,-22.4,39,11.7,766,281,68,150.94,1090
415707329,Vaccinium parvifolium,48.6129,-122.614,8,12.7,19.7,5.9,13.7,801,168,28.3,117.2,44,2861,2188,241,340,49,338,290,8,-11.2,37.7,-9999,762,377,72,9.65,1406
4029303342,Vaccinium parvifolium,49.079529,-125.746133,10,11.7,17.9,6.4,11.4,3466,617,6.3,28.9,45,2509,2422,122,340,46,341,295,36,-9.8,35,11.4,629,27,77,291.25,1116
4029212524,Vaccinium parvifolium,48.548595,-123.492227,143,12.1,20.1,5.5,14.6,1074,138,20.6,145.6,54,2723,2377,247,336,53,336,283,16,-10.9,38,11.6,733,393,74,41.24,1348
4029199583,Vaccinium parvifolium,53.929083,-132.073155,61,9.7,16.9,3.7,13.2,1662,396,11.8,42.6,90,1932,3092,80,315,84,325,241,46,-14.4,34.2,10.1,511,70,79,121.79,800
4029197763,Vaccinium parvifolium,48.363505,-123.534973,19,12.5,19.4,6.7,12.8,983,127,22.9,152.8,40,2796,2211,210,346,35,342,306,10,-8.7,37.3,11.8,713,382,75,33.99,1343
4029190184,Vaccinium parvifolium,51.683655,-128.123688,14,10.6,16.5,5.6,11,3008,729,6.9,22.7,57,2161,2750,77,339,47,340,292,43,-10,32.4,-9999,502,0,82,257.35,877
4029183994,Vaccinium parvifolium,51.662109,-128.098312,5,10.7,16.7,5.6,11.1,3007,727,6.9,22.9,57,2185,2733,81,339,48,339,291,42,-10.1,32.7,10.4,512,0,82,256.37,899
4029165208,Vaccinium parvifolium,51.664295,-128.098343,0,10.7,16.7,5.6,11.1,2986,723,6.9,23.1,57,2188,2729,82,339,47,340,292,42,-10,32.6,10.4,510,0,82,254.41,900
4029135024,Vaccinium parvifolium,49.325783,-124.270158,4,12.4,20.8,5.4,15.4,1037,171,21.6,121.7,56,2812,2347,303,333,58,331,274,16,-11.5,38.2,-9999,724,359,74,37.93,1436
4029130556,Vaccinium parvifolium,48.478392,-123.462976,51,12.6,20,6.4,13.6,958,126,23.6,158.3,43,2850,2207,249,344,40,340,301,10,-9.2,37.9,11.6,738,409,74,28.43,1403
4029107534,Vaccinium parvifolium,48.608003,-123.444428,192,12.1,20.1,5.5,14.6,1017,135,21.7,148.8,54,2706,2387,241,338,50,337,287,15,-10.5,38,11.8,722,397,75,36.49,1333
4029052078,Vaccinium parvifolium,48.528774,-123.456388,108,12.4,20.1,5.9,14.3,1025,134,21.8,150.7,49,2780,2305,251,339,48,338,290,13,-10.2,38,11.9,737,403,74,35.62,1374
4029048012,Vaccinium parvifolium,47.506112,-123.820672,70,12.5,20,5.9,14.1,3381,505,6.7,39.6,47,2819,2259,248,332,69,335,266,38,-11.4,39.1,11.5,837,200,68,260.22,1401
4029047776,Vaccinium parvifolium,48.615667,-123.447547,220,12,20.1,5.5,14.6,1013,135,21.7,148.5,56,2680,2413,235,338,50,337,287,16,-10.5,38,11.9,716,394,75,36.76,1316
4029015722,Vaccinium parvifolium,49.285183,-121.774544,19,13,22.1,4.2,17.9,1833,367,12.6,60.3,64,3082,2228,414,333,55,333,278,32,-13.2,40.3,13.5,782,218,73,109.27,1669
4029009779,Vaccinium parvifolium,49.225728,-122.289505,259,11.8,20.7,3.8,16.9,2529,486,8.6,42.6,76,2692,2518,278,323,69,329,260,56,-14.5,38.8,11.8,721,133,74,187.24,1379
4029009639,Vaccinium parvifolium,49.261396,-123.216093,93,12.9,21.3,5.4,15.9,1371,251,16.7,84.6,51,2980,2205,345,340,43,338,295,17,-11.1,38.3,11.5,714,258,75,70.91,1550
4028998923,Vaccinium parvifolium,50.158479,-122.914815,680,8.9,19.3,-0.9,20.2,1420,275,13.3,70.1,245,2072,3470,169,253,120,295,175,184,-24,38.4,11.4,714,281,69,76.82,1056
4028994682,Vaccinium parvifolium,49.211571,-122.525635,72,12.4,21.2,4.5,16.7,1758,356,12.8,59.5,64,2867,2347,325,330,61,331,271,29,-13.2,39.4,11.7,754,210,73,106.16,1491
4028985712,Vaccinium parvifolium,49.210983,-122.525253,49,12.5,21.2,4.6,16.7,1699,343,13.3,61.8,62,2892,2324,332,331,60,332,272,27,-13,39.5,11.7,758,217,73,99.65,1508
4028975073,Vaccinium parvifolium,44.732718,-123.84176,49,13,19.5,7,12.5,1877,254,12.2,76.9,36,2953,2064,226,337,61,338,277,15,-10.4,39.1,12.9,897,348,66,105.67,1460
4028973962,Vaccinium parvifolium,48.460525,-123.30497,61,12.6,20,6.3,13.7,854,122,26.4,164,44,2837,2222,248,343,41,340,298,9,-9.4,37.8,11.7,737,419,74,18.2,1395
4028951635,Vaccinium parvifolium,48.61367,-123.447212,234,12,20,5.4,14.6,1018,135,21.6,148.2,56,2666,2426,233,338,50,337,287,16,-10.5,38,11.9,714,391,75,37.51,1309
4028947392,Vaccinium parvifolium,49.210327,-122.524864,49,12.5,21.2,4.6,16.7,1697,343,13.3,61.9,62,2892,2324,332,331,60,332,272,27,-13,39.5,11.7,758,218,73,99.51,1508
4028917589,Vaccinium parvifolium,49.316133,-122.983102,110,12.9,21.5,5.2,16.3,1817,340,12.6,63.1,54,2987,2220,356,339,45,338,293,24,-11.4,38.7,11.7,721,199,75,114.53,1564
4028909642,Vaccinium parvifolium,49.263638,-122.573218,151,12.2,21,4.2,16.8,1943,394,11.4,53.3,68,2805,2406,309,327,64,330,266,36,-13.6,39.2,12,741,184,73,125.97,1452
4028907998,Vaccinium parvifolium,49.275975,-122.918525,312,12,20.7,4.4,16.3,1963,370,11.2,56,68,2722,2460,279,330,58,333,275,37,-13,38,12.3,693,174,76,133.06,1387
4028907201,Vaccinium parvifolium,47.861387,-123.934354,178,11.7,19.5,5,14.5,3756,528,5.8,36.9,61,2583,2506,202,320,85,331,246,66,-13.2,38.8,9.1,800,189,68,302.4,1261
4028906587,Vaccinium parvifolium,47.536073,-122.099698,401,12.1,20.7,4.3,16.4,1635,324,13.5,63.9,67,2746,2442,280,322,80,330,250,30,-13.8,39.4,11.6,818,273,70,86.96,1407
