gbifID,species,decimalLatitude,decimalLongitude,elevation
3858266668,Amelanchier alnifolia,47.698038,-122.050278,150
3858249688,Amelanchier alnifolia,47.767826,-122.182877,9
3858236642,Amelanchier alnifolia,48.608713,-122.60453,77
3858231641,Amelanchier alnifolia,47.76078,-122.192353,15
3858228228,Amelanchier alnifolia,47.639542,-117.469604,638
3858200446,Amelanchier alnifolia,54.076233,-124.828442,687
3858200168,Amelanchier alnifolia,50.685079,-120.788646,1093
3858193126,Amelanchier alnifolia,48.134415,-123.193854,32
3858190683,Amelanchier alnifolia,54.030741,-123.167306,790
3858162320,Amelanchier alnifolia,44.566017,-123.2995,76
3820735698,Amelanchier alnifolia,45.07887,-116.88785,1402
3820731721,Amelanchier alnifolia,44.9723,-117.06002,1183
3820729667,Amelanchier alnifolia,44.607414,-123.336699,225
3820727471,Amelanchier alnifolia,44.99916,-120.21288,815
3820726442,Amelanchier alnifolia,44.01934,-122.3624,883
3820725355,Amelanchier alnifolia,45.5236,-122.675,10
3820724305,Amelanchier alnifolia,44.29852,-121.72573,1311
3820723809,Amelanchier alnifolia,45.3842,-122.7628,37
3820722882,Amelanchier alnifolia,43.7978,-123.0583,196
3820722782,Amelanchier alnifolia,42.0017,-123.7969,1059
3820721565,Amelanchier alnifolia,44.04859,-123.26007,119
3820720563,Amelanchier alnifolia,43.71667,-121.378019,1453
3820720319,Amelanchier alnifolia,44.95619,-116.85583,525
3820719045,Amelanchier alnifolia,44.36,-123.14,88
3820717511,Amelanchier alnifolia,43.9899,-123.21889,137
3820716425,Amelanchier alnifolia,44.29848,-121.70577,1280
3820714082,Amelanchier alnifolia,43.475,-123.5431,75
3820713514,Amelanchier alnifolia,45.67415,-118.78837,329
3820712948,Amelanchier alnifolia,42.05743,-122.60917,1284
3820712471,Amelanchier alnifolia,42.1411,-123.4564,579
3820712226,Amelanchier alnifolia,44.25704,-121.813,1524
3820711476,Amelanchier alnifolia,45.8642,-122.8053,29
3820711247,Amelanchier alnifolia,43.235,-117.2547,1737
3820710586,Amelanchier alnifolia,43.7994,-122.6672,1300
3820710168,Amelanchier alnifolia,42.5778,-121.865,1274
3820709997,Amelanchier alnifolia,44.7775,-120.20635,563
3820708817,Amelanchier alnifolia,42.27478,-120.73337,1516
3820707618,Amelanchier alnifolia,43.471626,-119.435521,1272
3820705746,Amelanchier alnifolia,45.6725,-121.2672,45
3820704660,Amelanchier alnifolia,45.07326,-117.31767,1463
3820704547,Amelanchier alnifolia,42.0958,-123.4047,1317
3820704272,Amelanchier alnifolia,42.23329,-121.72722,1333
3820704177,Amelanchier alnifolia,42.93869,-123.09083,366
3820703230,Amelanchier alnifolia,44.5044,-123.55,1220
3820703022,Amelanchier alnifolia,45.7223,-122.8192,7
3820702839,Amelanchier alnifolia,44.89057,-123.2249,60
3820702325,Amelanchier alnifolia,44.7145,-123.26598,220
3820701447,Amelanchier alnifolia,47.4235,-120.3103,204
3820700930,Amelanchier alnifolia,44.532,-123.368,80
3820699792,Amelanchier alnifolia,45.31466,-117.30211,1554
3820698554,Amelanchier alnifolia,44.6258,-123.3014,344
3820697103,Amelanchier alnifolia,43.52266,-122.01239,1718
3820696924,Amelanchier alnifolia,45.714932,-121.465333,33
3820690986,Amelanchier alnifolia,44.55939,-121.52305,1152
3820690850,Amelanchier alnifolia,45.53348,-120.73,587
3820689463,Amelanchier alnifolia,45.34563,-117.4061,1396
3820689403,Amelanchier alnifolia,42.9742,-117.0533,1336
3820687999,Amelanchier alnifolia,44.41191,-120.65642,1173
3820686069,Amelanchier alnifolia,45.6722,-118.7875,326
3820685207,Amelanchier alnifolia,44.111597,-123.100732,115
3820684444,Amelanchier alnifolia,45.1744,-119.3292,1365
3820683433,Amelanchier alnifolia,44.8213,-123.0297,238
3820682186,Amelanchier alnifolia,44.7069,-123.4333,96
3820681984,Amelanchier alnifolia,44.5656,-123.190179,67
3820677482,Amelanchier alnifolia,43.5858,-122.6527,1771
3820664308,Amelanchier alnifolia,44.70238,-123.21899,66
3820663445,Amelanchier alnifolia,42.88571,-122.50051,928
3820660087,Amelanchier alnifolia,45.1836,-117.9181,1463
3820659140,Amelanchier alnifolia,44.4192,-121.7486,1048
3820656589,Amelanchier alnifolia,44.96009,-120.79789,1036
3820654911,Amelanchier alnifolia,45.54536,-123.38216,914
3820650079,Amelanchier alnifolia,42.88571,-122.50051,928
3820649232,Amelanchier alnifolia,42.55679,-122.58998,762
3820649021,Amelanchier alnifolia,45.67,-121.8894,51
3820648335,Amelanchier alnifolia,42.5778,-121.865,1274
3820646688,Amelanchier alnifolia,45.0164,-123.4172,124
3820644321,Amelanchier alnifolia,44.99916,-120.21288,815
3820643325,Amelanchier alnifolia,45.3247,-118.0867,845
3820642681,Amelanchier alnifolia,42.618,-118.4791,1239
3820642325,Amelanchier alnifolia,45.5947,-121.1775,80
3820641678,Amelanchier alnifolia,42.4392,-123.3272,286
3820641326,Amelanchier alnifolia,45.558161,-118.493231,1145
3820640676,Amelanchier alnifolia,45.59583,-117.74981,1049
3820640322,Amelanchier alnifolia,44.8711,-117.3231,1256
3820639676,Amelanchier alnifolia,42.8997,-122.1328,2017
3820639166,Amelanchier alnifolia,45.1876,-117.27867,2271
3820637316,Amelanchier alnifolia,44.362299,-118.911116,1635
3820635968,Amelanchier alnifolia,45.7056,-121.5203,126
3820632617,Amelanchier alnifolia,42.875943,-120.545,1529
3820631797,Amelanchier alnifolia,44.867,-122.651,410
3820631454,Amelanchier alnifolia,45.21928,-121.69651,1181
3820630795,Amelanchier alnifolia,42.501014,-123.327026,404
3820630617,Amelanchier alnifolia,43.72684,-121.93596,1717
3820630154,Amelanchier alnifolia,45.6836,-121.3961,38
3820629619,Amelanchier alnifolia,44.7594,-121.9381,1303
3820629151,Amelanchier alnifolia,43.5731,-121.9972,1460
3820628141,Amelanchier alnifolia,42.4392,-123.3272,286
3820627451,Amelanchier alnifolia,45.7169,-120.280686,94
3820627139,Amelanchier alnifolia,42.05743,-122.60917,1284
3820626447,Amelanchier alnifolia,42.7458,-124.4961,22
3820603600,Amelanchier alnifolia,42.389,-121.80949,1449
3820602574,Amelanchier alnifolia,45.08038,-116.88812,1418
3820599349,Amelanchier alnifolia,44.36,-123.14,88
3820598422,Amelanchier alnifolia,45.7056,-121.5203,126
3820596100,Amelanchier alnifolia,45.4392,-122.6564,88
3820596033,Amelanchier alnifolia,44.7769,-122.0196,772
3820595770,Amelanchier alnifolia,43.5864,-119.0531,1266
3820593154,Amelanchier alnifolia,44.18902,-121.61618,1372
3820592917,Amelanchier alnifolia,45.4208,-122.6694,54
3820592750,Amelanchier alnifolia,44.03771,-122.99261,142
3820592475,Amelanchier alnifolia,45.44221,-122.64901,11
3820591680,Amelanchier alnifolia,45.5156,-122.6592,16
3820591159,Amelanchier alnifolia,44.191,-122.79503,203
3820591131,Amelanchier alnifolia,42.10507,-122.98289,885
3820590807,Amelanchier alnifolia,45.1836,-117.9181,1463
3820589084,Amelanchier alnifolia,42.08942,-123.35724,2075
3820588250,Amelanchier alnifolia,42.4514,-122.9117,367
3820586775,Amelanchier alnifolia,43.6617,-121.8442,1645
3820584798,Amelanchier alnifolia,43.9822,-117.2372,690
3820583499,Amelanchier alnifolia,42.0743,-122.60639,1237
3820583102,Amelanchier alnifolia,42.01686,-124.14426,23
3820582774,Amelanchier alnifolia,43.61333,-123.57555,76
3820582328,Amelanchier alnifolia,42.29889,-123.84556,1372
3820581602,Amelanchier alnifolia,45.9933,-123.9214,6
3820581449,Amelanchier alnifolia,43.90704,-123.73863,870
3820580510,Amelanchier alnifolia,43.2167,-123.3406,144
3820579625,Amelanchier alnifolia,44.868095,-120.04653,1122
3820579471,Amelanchier alnifolia,42.778,-122.86391,1021
3820579454,Amelanchier alnifolia,43.98833,-122.13125,1463
3820578144,Amelanchier alnifolia,42.7083,-124.3878,55
3820577808,Amelanchier alnifolia,43.9836,-123.0967,533
3820576471,Amelanchier alnifolia,42.1411,-123.4564,579
3820574951,Amelanchier alnifolia,44.6196,-123.24195,76
3820574708,Amelanchier alnifolia,42.4392,-123.3272,286
3820574447,Amelanchier alnifolia,44.5717,-123.3639,212
3820573994,Amelanchier alnifolia,44.1429,-121.3374,1020
3820573311,Amelanchier alnifolia,45.29546,-123.41184,552
3820572872,Amelanchier alnifolia,44.0583,-121.3142,1106
3820572046,Amelanchier alnifolia,45.0789,-123.4847,69
3820571720,Amelanchier alnifolia,45.6725,-121.2672,183
3820570557,Amelanchier alnifolia,45.7028,-121.3408,25
3820566632,Amelanchier alnifolia,44.99868,-117.78491,945
3820566612,Amelanchier alnifolia,45.7806,-118.0917,1486
3820566517,Amelanchier alnifolia,43.5858,-122.6519,1776
3820565685,Amelanchier alnifolia,44.95619,-116.85583,525
3820563855,Amelanchier alnifolia,44.4239,-121.9769,975
3820562881,Amelanchier alnifolia,45.714932,-121.465333,33
3820562610,Amelanchier alnifolia,43.5744,-122.6558,1796
3820562159,Amelanchier alnifolia,42.7286,-122.6056,1261
3820562134,Amelanchier alnifolia,44.514139,-123.343641,75
3820560817,Amelanchier alnifolia,44.532,-123.368,80
3820560276,Amelanchier alnifolia,45.714932,-121.465333,33
3820559914,Amelanchier alnifolia,45.714932,-121.465333,33
3820559580,Amelanchier alnifolia,45.76852,-116.746,335
3820558576,Amelanchier alnifolia,45.6853,-121.30588,122
3820554699,Amelanchier alnifolia,44.48278,-119.6093,850
3820553339,Amelanchier alnifolia,43.3923,-121.9518,1443
3820550118,Amelanchier alnifolia,44.2983,-120.725,950
3820548576,Amelanchier alnifolia,43.90704,-123.73863,872
3820547644,Amelanchier alnifolia,44.018028,-123.053106,148
3820547235,Amelanchier alnifolia,45.08727,-117.29718,1433
3820547233,Amelanchier alnifolia,45.11556,-117.29724,1756
3820546836,Amelanchier alnifolia,45.3431,-121.5744,1087
3820546373,Amelanchier alnifolia,45.533389,-117.9611,1030
3820545999,Amelanchier alnifolia,44.99916,-120.21288,815
3820545001,Amelanchier alnifolia,44.695,-122.3203,1384
3820544308,Amelanchier alnifolia,44.695,-122.3203,1341
3820542744,Amelanchier alnifolia,45.3011,-121.7408,1204
3820539702,Amelanchier alnifolia,44.43488,-121.639,911
3820536267,Amelanchier alnifolia,45.565,-117.9164,813
3820535668,Amelanchier alnifolia,45.5947,-121.1775,80
3820535466,Amelanchier alnifolia,44.9431,-123.0339,47
3820533989,Amelanchier alnifolia,45.5236,-122.675,10
3820533935,Amelanchier alnifolia,44.9983,-120.307654,809
3820532028,Amelanchier alnifolia,44.21786,-122.13796,1524
3820531313,Amelanchier alnifolia,42.13359,-122.28757,1285
3820530317,Amelanchier alnifolia,43.2167,-123.3406,144
3820530272,Amelanchier alnifolia,45.49206,-118.11462,1596
3820528967,Amelanchier alnifolia,44.40317,-118.38083,1576
3820528942,Amelanchier alnifolia,42.30943,-120.88747,1756
3820527487,Amelanchier alnifolia,42.05743,-122.60917,1284
3820526137,Amelanchier alnifolia,42.7083,-124.3878,197
3820525788,Amelanchier alnifolia,44.832555,-117.048346,937
3820525445,Amelanchier alnifolia,45.7783,-118.085,1492
3820524968,Amelanchier alnifolia,45.0497,-117.1763,1943
3820524961,Amelanchier alnifolia,44.9431,-123.0339,47
3820523968,Amelanchier alnifolia,44.9431,-123.0339,47
3820522964,Amelanchier alnifolia,42.0808,-122.7161,2255
3820521971,Amelanchier alnifolia,45.1785,-121.3909,714
3820521800,Amelanchier alnifolia,42.28387,-121.74294,1484
3820521319,Amelanchier alnifolia,45.3167,-116.6891,767
3820520965,Amelanchier alnifolia,42.0533,-124.2664,21
3820520448,Amelanchier alnifolia,44.8711,-117.3231,1256
3820519965,Amelanchier alnifolia,45.4344,-118.3925,1284
3820518974,Amelanchier alnifolia,45.1011,-117.8253,1051
3820518795,Amelanchier alnifolia,42.8646,-118.401,1320
3820517966,Amelanchier alnifolia,44.0583,-121.3142,1106
3820516965,Amelanchier alnifolia,44.9431,-123.0339,47
3802824684,Amelanchier alnifolia,49.008872,-119.489508,422
3802819345,Amelanchier alnifolia,48.977492,-123.829855,144
3802817792,Amelanchier alnifolia,50.631237,-116.095786,804
3802815895,Amelanchier alnifolia,49.595445,-119.555663,739
3802800864,Amelanchier alnifolia,50.331408,-115.841549,1018
3802798893,Amelanchier alnifolia,51.011547,-116.495033,801
3802796461,Amelanchier alnifolia,48.813225,-123.2883,41
3802795927,Amelanchier alnifolia,42.738767,-122.497038,700
3802779560,Amelanchier alnifolia,44.597497,-123.284317,89
3802755514,Amelanchier alnifolia,49.298658,-124.268492,27
3802726102,Amelanchier alnifolia,45.68746,-121.42669,33
3802725707,Amelanchier alnifolia,49.919704,-115.639694,972
3802723158,Amelanchier alnifolia,49.68272,-117.500763,525
3802722474,Amelanchier alnifolia,50.628701,-127.012142,33
3802719878,Amelanchier alnifolia,49.107922,-118.977272,610
3802717523,Amelanchier alnifolia,49.299126,-122.691238,71
3802713424,Amelanchier alnifolia,51.627383,-120.093925,435
3802706715,Amelanchier alnifolia,49.803317,-123.128818,307
3802699519,Amelanchier alnifolia,49.391762,-120.427742,881
3802687757,Amelanchier alnifolia,43.668025,-122.703697,500
3802678488,Amelanchier alnifolia,50.6561,-120.140742,498
3802676523,Amelanchier alnifolia,49.604709,-117.120974,539
3802674331,Amelanchier alnifolia,48.776768,-123.922661,104
3802668008,Amelanchier alnifolia,45.360717,-122.615135,77
3802664559,Amelanchier alnifolia,50.043633,-125.337143,102
3802664413,Amelanchier alnifolia,56.326672,-120.943405,733
3802656331,Amelanchier alnifolia,49.132004,-123.696991,9
3802655385,Amelanchier alnifolia,59.373173,-129.106415,703
3802651717,Amelanchier alnifolia,44.934759,-123.184304,50
3802648452,Amelanchier alnifolia,47.665887,-117.407031,573
3802647494,Amelanchier alnifolia,49.417482,-120.258267,568
3802644339,Amelanchier alnifolia,44.434153,-121.637821,918
3802643325,Amelanchier alnifolia,48.777424,-123.930275,133
3802624010,Amelanchier alnifolia,49.529888,-117.274499,881
3802622498,Amelanchier alnifolia,49.950899,-125.001951,20
3802614487,Amelanchier alnifolia,50.73455,-120.468553,843
3802613470,Amelanchier alnifolia,49.017927,-118.34566,541
3802612508,Amelanchier alnifolia,44.96308,-123.261572,117
3802600732,Amelanchier alnifolia,47.581226,-122.155105,83
3802597441,Amelanchier alnifolia,50.640403,-121.480806,1152
3802588890,Amelanchier alnifolia,48.066414,-117.812576,721
3802572495,Amelanchier alnifolia,49.016967,-119.684395,547
3802571447,Amelanchier alnifolia,49.564424,-119.627277,345
3802570412,Amelanchier alnifolia,50.754518,-120.560131,754
3802570091,Amelanchier alnifolia,49.353755,-124.493988,42
3802564513,Amelanchier alnifolia,49.812001,-119.427537,590
3802562974,Amelanchier alnifolia,48.496001,-123.342124,133
3802560167,Amelanchier alnifolia,49.129341,-116.636946,605
3802543469,Amelanchier alnifolia,49.326441,-124.26976,2
3802540507,Amelanchier alnifolia,49.050518,-119.556129,826
3802528624,Amelanchier alnifolia,48.421366,-123.397818,15
3802512693,Amelanchier alnifolia,48.778572,-125.165206,2
3802503469,Amelanchier alnifolia,50.525228,-120.464792,1306
3802497029,Amelanchier alnifolia,49.607938,-117.122011,554
3802491527,Amelanchier alnifolia,47.796288,-122.303315,146
3802490724,Amelanchier alnifolia,45.80877,-121.952225,370
3802490089,Amelanchier alnifolia,50.422683,-115.980912,864
3802487717,Amelanchier alnifolia,49.4721,-115.452163,755
3802486881,Amelanchier alnifolia,50.709924,-120.488249,336
3802483839,Amelanchier alnifolia,49.128953,-116.634553,551
3802476338,Amelanchier alnifolia,50.80215,-116.276055,789
3802474595,Amelanchier alnifolia,43.940912,-121.414787,1241
3802473334,Amelanchier alnifolia,47.847298,-120.837593,574
3802471537,Amelanchier alnifolia,47.215087,-123.100707,8
3802464652,Amelanchier alnifolia,49.461611,-123.416877,19
3802460331,Amelanchier alnifolia,44.565794,-123.330318,151
3802444610,Amelanchier alnifolia,48.138913,-122.77256,33
3802443431,Amelanchier alnifolia,50.733158,-120.522756,388
3802435339,Amelanchier alnifolia,48.777203,-123.929489,126
3802431531,Amelanchier alnifolia,54.313602,-128.319985,928
3802431493,Amelanchier alnifolia,49.110958,-125.891097,0
3802426488,Amelanchier alnifolia,44.963048,-123.261652,117
3802418472,Amelanchier alnifolia,49.112102,-118.981871,613
3802418366,Amelanchier alnifolia,54.381618,-128.530365,102
3802410479,Amelanchier alnifolia,49.772727,-119.604225,599
3802403482,Amelanchier alnifolia,50.70873,-119.260715,432
3802398451,Amelanchier alnifolia,50.732678,-120.458961,720
3802393766,Amelanchier alnifolia,49.114453,-118.991897,632
3802389720,Amelanchier alnifolia,49.37693,-123.322197,16
3802388548,Amelanchier alnifolia,49.33892,-123.250703,25
3802384057,Amelanchier alnifolia,51.261587,-116.980068,1020
3802362518,Amelanchier alnifolia,48.917954,-122.138366,135
3802359460,Amelanchier alnifolia,50.506867,-118.303214,1102
3802343952,Amelanchier alnifolia,49.463105,-119.560303,539
3802335807,Amelanchier alnifolia,49.873842,-124.523425,110
3802335541,Amelanchier alnifolia,49.064114,-120.790978,1200
3802334882,Amelanchier alnifolia,49.491808,-117.306038,532
3802330058,Amelanchier alnifolia,49.529873,-117.274418,881
3802326785,Amelanchier alnifolia,50.041396,-125.330543,105
3802326499,Amelanchier alnifolia,48.552475,-123.463559,69
3802325440,Amelanchier alnifolia,49.284114,-119.51901,361
3802323515,Amelanchier alnifolia,49.940981,-119.394805,444
3802316441,Amelanchier alnifolia,49.565869,-121.396978,54
3802311337,Amelanchier alnifolia,51.796017,-122.464737,682
3802309438,Amelanchier alnifolia,50.2536,-121.510028,302
3802302583,Amelanchier alnifolia,49.082415,-116.511584,553
3802295338,Amelanchier alnifolia,51.976075,-122.412872,948
3802295141,Amelanchier alnifolia,49.932676,-119.520581,458
3802292464,Amelanchier alnifolia,49.041306,-118.435295,562
3802291413,Amelanchier alnifolia,50.201447,-119.273522,450
3802287472,Amelanchier alnifolia,49.316005,-124.55483,122
3802286467,Amelanchier alnifolia,50.733316,-120.523026,388
3802277491,Amelanchier alnifolia,50.907692,-119.433205,351
3802274096,Amelanchier alnifolia,49.248017,-117.638295,678
3802270539,Amelanchier alnifolia,49.0156,-119.454101,277
3802267433,Amelanchier alnifolia,50.602825,-121.510522,1371
3785166350,Amelanchier alnifolia,49.050172,-119.522774,505
3785161478,Amelanchier alnifolia,49.944875,-119.39665,477
3785144820,Amelanchier alnifolia,44.02607,-123.05791,202
3785129355,Amelanchier alnifolia,49.320889,-122.637085,16
3785124724,Amelanchier alnifolia,50.570305,-116.034347,886
3785099693,Amelanchier alnifolia,42.745953,-122.49518,770
3785086281,Amelanchier alnifolia,49.050172,-119.522774,505
3785083499,Amelanchier alnifolia,42.071056,-122.621812,1287
3785076899,Amelanchier alnifolia,47.408829,-117.538061,685
3785074711,Amelanchier alnifolia,48.73497,-122.479942,175
3785073633,Amelanchier alnifolia,46.902754,-122.847203,78
3785071420,Amelanchier alnifolia,49.567234,-121.39772,71
3785065425,Amelanchier alnifolia,49.478666,-124.684386,2
3785063785,Amelanchier alnifolia,50.635206,-120.369876,874
3785060674,Amelanchier alnifolia,49.384659,-123.493736,19
3785056789,Amelanchier alnifolia,44.005017,-122.98137,145
3785049151,Amelanchier alnifolia,49.385108,-123.490521,10
3785047321,Amelanchier alnifolia,47.475478,-122.239447,8
3785042511,Amelanchier alnifolia,48.440065,-123.297226,20
3785040513,Amelanchier alnifolia,43.987483,-123.078711,296
3785031384,Amelanchier alnifolia,49.352913,-123.072861,360
3785028393,Amelanchier alnifolia,49.657282,-124.969859,20
3785028156,Amelanchier alnifolia,49.322174,-122.635071,28
3785025827,Amelanchier alnifolia,48.302625,-119.546725,747
3785019046,Amelanchier alnifolia,49.38506,-123.490661,10
3785019045,Amelanchier alnifolia,49.385054,-123.491056,10
3785004087,Amelanchier alnifolia,48.91479,-122.238716,519
3784996056,Amelanchier alnifolia,49.511429,-123.91681,7
3784992954,Amelanchier alnifolia,45.568583,-116.906219,963
3784992069,Amelanchier alnifolia,49.31373,-124.555642,135
3784986488,Amelanchier alnifolia,47.550672,-120.653516,689
3784984761,Amelanchier alnifolia,49.478413,-124.684425,5
3784982821,Amelanchier alnifolia,46.867753,-117.151069,935
3784982410,Amelanchier alnifolia,49.296017,-122.688644,27
3784974910,Amelanchier alnifolia,44.221864,-122.26617,476
3784952827,Amelanchier alnifolia,44.2126,-122.255363,450
3784914477,Amelanchier alnifolia,49.77995,-118.129779,446
3784911795,Amelanchier alnifolia,47.411413,-117.537292,684
3784908353,Amelanchier alnifolia,49.280614,-119.612592,520
3784907071,Amelanchier alnifolia,49.218662,-124.81223,30
3784902829,Amelanchier alnifolia,48.48985,-123.332192,37
3784897467,Amelanchier alnifolia,49.300596,-122.70356,31
3784879540,Amelanchier alnifolia,45.67664,-121.29005,93
3784874619,Amelanchier alnifolia,50.042828,-125.336464,115
3784830792,Amelanchier alnifolia,49.406322,-119.556867,596
3784808983,Amelanchier alnifolia,49.375889,-123.333134,58
3784795080,Amelanchier alnifolia,49.692272,-124.913631,59
3784783537,Amelanchier alnifolia,47.636592,-117.414808,684
3784774032,Amelanchier alnifolia,49.118288,-122.667558,22
3784771558,Amelanchier alnifolia,48.122812,-123.074031,1
3784749072,Amelanchier alnifolia,50.271269,-121.729592,449
3784746412,Amelanchier alnifolia,49.568008,-121.398483,55
3784744176,Amelanchier alnifolia,49.309295,-117.652183,447
3784740437,Amelanchier alnifolia,49.300572,-122.702614,28
3784729434,Amelanchier alnifolia,49.300505,-122.702323,28
3784729023,Amelanchier alnifolia,49.053078,-123.795175,62
3784726686,Amelanchier alnifolia,44.665667,-120.1273,956
3784724785,Amelanchier alnifolia,48.490041,-123.33795,45
3784720102,Amelanchier alnifolia,49.050172,-119.522774,505
3784713832,Amelanchier alnifolia,47.533133,-117.418363,715
3784710015,Amelanchier alnifolia,44.61224,-123.332352,177
3784704746,Amelanchier alnifolia,49.329056,-122.444008,133
3784703435,Amelanchier alnifolia,49.300588,-122.702759,28
3784703434,Amelanchier alnifolia,49.300491,-122.702517,28
3784697290,Amelanchier alnifolia,49.191828,-123.872555,0
3784695528,Amelanchier alnifolia,50.659897,-120.329637,458
3784689453,Amelanchier alnifolia,49.300442,-122.702427,28
3784682453,Amelanchier alnifolia,49.232021,-122.807518,4
3784680353,Amelanchier alnifolia,47.274237,-121.937553,239
3784666827,Amelanchier alnifolia,49.768917,-119.547649,742
3784662756,Amelanchier alnifolia,49.773428,-119.522105,736
3784650975,Amelanchier alnifolia,45.343643,-122.627716,65
3784641632,Amelanchier alnifolia,48.407586,-122.643842,13
3773799763,Amelanchier alnifolia,48.440091,-123.294758,15
3773792882,Amelanchier alnifolia,50.194372,-119.316581,423
3773792373,Amelanchier alnifolia,49.276163,-122.914183,340
3773788299,Amelanchier alnifolia,48.493867,-123.444414,88
3773775525,Amelanchier alnifolia,50.659871,-121.985687,332
3773769853,Amelanchier alnifolia,49.95161,-125.001604,13
3773767538,Amelanchier alnifolia,49.307265,-117.65241,419
3773763634,Amelanchier alnifolia,45.360755,-122.615853,82
3773755505,Amelanchier alnifolia,50.162049,-119.369341,421
3773750584,Amelanchier alnifolia,49.705916,-123.138545,115
3773728082,Amelanchier alnifolia,49.192413,-120.000637,543
3773717462,Amelanchier alnifolia,48.461011,-123.346727,66
3773712954,Amelanchier alnifolia,48.437931,-123.296181,8
3773706829,Amelanchier alnifolia,49.301722,-122.697827,7
3773690762,Amelanchier alnifolia,48.386025,-123.517973,6
3773677399,Amelanchier alnifolia,50.753622,-120.547997,985
3773663802,Amelanchier alnifolia,48.439832,-123.298113,20
3773662007,Amelanchier alnifolia,47.358154,-123.259566,200
3773639713,Amelanchier alnifolia,49.27432,-122.215547,151
3773624789,Amelanchier alnifolia,49.284334,-122.77039,35
3773622292,Amelanchier alnifolia,49.026993,-122.662666,67
3773621592,Amelanchier alnifolia,50.697328,-120.365864,349
3773614724,Amelanchier alnifolia,49.300205,-115.116657,944
3773607677,Amelanchier alnifolia,47.359941,-118.474744,575
3773603547,Amelanchier alnifolia,45.360736,-122.615816,82
3773599682,Amelanchier alnifolia,47.761469,-117.407017,548
3773594928,Amelanchier alnifolia,48.396908,-123.304855,14
3773592097,Amelanchier alnifolia,47.553925,-122.284175,58
3773590480,Amelanchier alnifolia,47.132901,-122.183745,216
3773588404,Amelanchier alnifolia,47.68303,-122.258997,11
3773585952,Amelanchier alnifolia,49.339228,-123.431501,5
3773580391,Amelanchier alnifolia,49.015461,-122.637817,66
3773579809,Amelanchier alnifolia,50.31957,-122.79808,209
3773578476,Amelanchier alnifolia,47.636639,-117.415986,681
3773570670,Amelanchier alnifolia,44.36535,-121.147989,804
3773557818,Amelanchier alnifolia,47.481415,-120.57382,961
3773535862,Amelanchier alnifolia,49.7975,-119.463312,575
3773532471,Amelanchier alnifolia,50.735578,-120.505438,532
3773528262,Amelanchier alnifolia,45.671039,-121.304093,436
3773524234,Amelanchier alnifolia,48.485751,-123.410169,30
3773523515,Amelanchier alnifolia,49.024597,-123.056444,5
3773517193,Amelanchier alnifolia,48.441324,-123.303429,23
3773517184,Amelanchier alnifolia,48.863361,-123.531903,8
3773511644,Amelanchier alnifolia,48.438522,-123.29715,11
3773507806,Amelanchier alnifolia,48.458645,-123.346991,74
3773507801,Amelanchier alnifolia,48.397793,-123.304633,14
3773506119,Amelanchier alnifolia,48.139897,-122.783076,13
3773499276,Amelanchier alnifolia,47.108017,-122.649051,65
3773498151,Amelanchier alnifolia,49.628314,-119.599886,695
3773494743,Amelanchier alnifolia,49.176325,-123.961008,56
3773493432,Amelanchier alnifolia,49.299575,-122.701807,16
3773475257,Amelanchier alnifolia,47.654575,-122.174837,157
3773455923,Amelanchier alnifolia,47.26424,-123.218497,113
3773453847,Amelanchier alnifolia,49.184722,-117.623611,1055
3773453347,Amelanchier alnifolia,48.389893,-123.51578,10
3773440223,Amelanchier alnifolia,51.867969,-120.016742,726
3773434030,Amelanchier alnifolia,48.074917,-122.789856,51
3773427907,Amelanchier alnifolia,48.141964,-123.189125,35
3773427900,Amelanchier alnifolia,51.888967,-121.671917,854
3773425843,Amelanchier alnifolia,48.397822,-123.305748,21
3773425326,Amelanchier alnifolia,49.163882,-123.894347,18
3773407149,Amelanchier alnifolia,49.024494,-123.056902,5
3773402453,Amelanchier alnifolia,48.66142,-122.448709,318
3773401747,Amelanchier alnifolia,49.098325,-122.017434,18
3773401421,Amelanchier alnifolia,48.461205,-123.348228,67
3773394284,Amelanchier alnifolia,49.028904,-122.662247,61
3773392646,Amelanchier alnifolia,49.280045,-122.847052,4
3773370160,Amelanchier alnifolia,50.739282,-120.516613,436
3773369916,Amelanchier alnifolia,50.200317,-119.308264,402
3773367039,Amelanchier alnifolia,49.314597,-122.880845,93
3773363647,Amelanchier alnifolia,48.136728,-122.775754,6
3773350843,Amelanchier alnifolia,49.14862,-123.887453,12
3773344216,Amelanchier alnifolia,49.035813,-122.685841,46
3773335359,Amelanchier alnifolia,49.21028,-123.032955,67
3773326726,Amelanchier alnifolia,48.201143,-117.282382,727
3773319100,Amelanchier alnifolia,49.313414,-124.554631,133
3773315026,Amelanchier alnifolia,49.069037,-122.283925,12
3773313190,Amelanchier alnifolia,46.39953,-122.960504,47
3773299867,Amelanchier alnifolia,45.2982,-122.796608,55
3773298742,Amelanchier alnifolia,49.599103,-119.66789,479
3773298124,Amelanchier alnifolia,48.441884,-123.298203,25
3773291281,Amelanchier alnifolia,49.072835,-123.880558,35
3773283149,Amelanchier alnifolia,49.895414,-119.500251,343
3773249469,Amelanchier alnifolia,49.369013,-121.440887,224
3773246036,Amelanchier alnifolia,49.150831,-123.961116,82
3773239618,Amelanchier alnifolia,48.683472,-123.432413,127
